nombre_cancion,Artista,Popularidad,Fecha_de_lanzamiento,Genero,Subgenero,Bailabilidad,Energia,Modalidad,Habladas,Positividad,Tempo,Duracion_Sg
Drowning Tonight,Jelly Roll,29,5/04/2019,rap,southern hip hop,65%,65%,1,13%,44%,168,188
Whatcha Waiting For,Jelly Roll,28,5/04/2019,rap,southern hip hop,73%,53%,1,10%,34%,82,167
Just Another Thing (feat. Crucifix),The Lacs,54,3/04/2012,rap,southern hip hop,77%,68%,1,7%,48%,89,217
Poor Man's Mansion,Jelly Roll,35,16/11/2018,rap,southern hip hop,58%,75%,1,23%,49%,89,150
New Orleans,Jelly Roll,40,16/11/2018,rap,southern hip hop,75%,66%,1,15%,26%,116,238
Love is a War,Jelly Roll,42,16/11/2018,rap,southern hip hop,64%,43%,0,11%,25%,121,258
Shot Through the Heart,Jelly Roll,36,16/11/2018,rap,southern hip hop,68%,57%,0,26%,34%,140,214
Take it Slow,Jelly Roll,34,16/11/2018,rap,southern hip hop,71%,82%,1,12%,53%,99,187
Answer to No One (feat. JJ Lawhorn),Colt Ford,58,7/08/2012,rap,southern hip hop,47%,87%,0,99%,52%,79,212
Only,Jelly Roll,59,21/04/2017,rap,southern hip hop,70%,75%,1,29%,48%,10,198
California,Jelly Roll,54,13/05/2016,rap,southern hip hop,71%,75%,1,52%,53%,139,265
Fly Away,CRUCIFIX,35,21/07/2010,rap,southern hip hop,76%,58%,0,39%,54%,140,332
Long Road,Big Matt,45,12/06/2012,rap,southern hip hop,84%,67%,0,37%,38%,125,305
Bourbon Blues (feat. Jason Hust),Franklin Embry,32,3/11/2014,rap,southern hip hop,66%,61%,0,7%,52%,146,240
Drivin’ Around Song (feat. Jason Aldean),Colt Ford,57,7/08/2012,rap,southern hip hop,61%,71%,1,39%,52%,134,220
Hard 2 Love,Haystak,43,26/08/2008,rap,southern hip hop,79%,69%,1,17%,76%,85,304
Steer Clear,Upchurch,53,21/12/2018,rap,southern hip hop,81%,66%,1,11%,39%,114,171
Animal,Upchurch,42,20/04/2019,rap,southern hip hop,55%,73%,1,36%,50%,130,152
Gassed Up,Upchurch,41,20/04/2019,rap,southern hip hop,57%,81%,0,46%,59%,131,157
Ghost Ranch,Upchurch,52,20/04/2019,rap,southern hip hop,60%,74%,0,27%,35%,129,242
Alcoholic Shrink,Upchurch,40,20/04/2019,rap,southern hip hop,67%,75%,1,41%,46%,124,214
Hillbilly Psycho,Upchurch,42,20/04/2019,rap,southern hip hop,47%,74%,1,94%,28%,14,250
Forever Fame,Upchurch,39,20/04/2019,rap,southern hip hop,49%,65%,1,29%,31%,179,141
Legend of the South,Upchurch,42,20/04/2019,rap,southern hip hop,71%,88%,1,54%,46%,102,220
Dirty Elvis,Upchurch,40,20/04/2019,rap,southern hip hop,67%,82%,1,32%,55%,130,152
"Like Father, Like Son",Struggle Jennings,47,11/11/2016,rap,southern hip hop,61%,67%,0,35%,21%,89,265
One Shot,Struggle Jennings,43,11/11/2016,rap,southern hip hop,76%,70%,1,4%,17%,129,260
The Struggle Is Real,Struggle Jennings,54,11/11/2016,rap,southern hip hop,72%,72%,1,38%,62%,128,249
Outlaw Shit (feat. Waylon Jennings & Yelawolf),Struggle Jennings,52,17/05/2013,rap,southern hip hop,64%,69%,0,43%,32%,75,261
Lady Karma,Sonny Bama,38,17/06/2016,rap,southern hip hop,61%,65%,0,19%,51%,167,291
Darlin Angel (feat. Upchurch),Bottleneck,40,1/11/2016,rap,southern hip hop,73%,61%,1,83%,89%,170,224
Livin' on Closing Time,Bottleneck,18,1/11/2016,rap,southern hip hop,52%,73%,1,32%,37%,169,267
Country to the City (feat. Jg Made Um Look),Bubba Sparxxx,46,20/04/2014,rap,southern hip hop,91%,55%,1,20%,38%,97,332
Spud Webb,Danny Boone,24,10/06/2014,rap,southern hip hop,70%,71%,0,73%,57%,149,251
Echoes,Jelly Roll,42,7/12/2018,rap,southern hip hop,61%,68%,0,24%,52%,149,237
Bartender Song (Sittin' at a Bar) (Remix) [feat. Cypress Spring],Danny Boone,36,3/03/2015,rap,southern hip hop,48%,59%,1,59%,54%,79,237
We The People,Colt Ford,13,10/05/2019,rap,southern hip hop,57%,70%,1,41%,80%,168,153
Back (with Jake Owen),Colt Ford,46,7/08/2012,rap,southern hip hop,54%,74%,1,31%,60%,136,242
In My Hood,50 Cent,1,3/03/2005,rap,gangster rap,80%,72%,1,30%,49%,90,230
Where The Hood At,DMX,66,1/01/2003,rap,gangster rap,54%,95%,1,36%,79%,186,286
Hustlin',Rick Ross,67,1/01/2006,rap,gangster rap,50%,65%,1,30%,65%,13,254
We Right Here,DMX,0,1/01/2010,rap,gangster rap,77%,68%,1,14%,64%,92,271
No Games,Rick Ross,42,1/01/2013,rap,gangster rap,76%,83%,0,53%,35%,14,233
So Sophisticated,Rick Ross,1,1/01/2012,rap,gangster rap,69%,87%,1,28%,56%,76,249
Best For You,Lil Muk,48,13/12/2019,rap,gangster rap,52%,51%,1,31%,32%,98,186
Layaway,Alexander Lewis,52,22/11/2019,rap,gangster rap,81%,42%,1,26%,20%,137,209
Talk To Me,F$O Dinero,21,26/11/2019,rap,gangster rap,79%,61%,1,22%,51%,84,181
You Tried It,City Girls,62,27/11/2019,rap,gangster rap,85%,73%,1,30%,62%,94,126
ARROGANT AMERiCAN FREESTYLE - REMIX,Riff Raff,48,10/01/2020,rap,gangster rap,61%,96%,0,35%,68%,174,350
Woah,Lil Baby,88,8/11/2019,rap,gangster rap,88%,60%,1,25%,43%,142,183
Costa Rica,Bankrol Hayden,67,10/01/2020,rap,gangster rap,90%,48%,0,42%,68%,127,114
Pinocchio,Ron Suno,64,29/11/2019,rap,gangster rap,86%,65%,0,48%,76%,140,125
Fell In Love,Maredatruth,39,9/11/2019,rap,gangster rap,90%,63%,0,67%,89%,115,170
Step Harder,Yungeen Ace,65,8/11/2019,rap,gangster rap,82%,65%,0,43%,36%,155,176
My Gun Go Off,50 Cent,0,1/01/2007,rap,gangster rap,63%,76%,1,28%,28%,84,192
Jimmy Neutron,ABG Neal,46,20/11/2019,rap,gangster rap,83%,79%,1,36%,96%,105,109
Nun 2 Fuck Wit (feat. Young Dolph),1PLAYY,55,27/12/2019,rap,gangster rap,87%,50%,0,15%,13%,145,170
Fake Bitches,Justina Valentine,24,14/01/2020,rap,gangster rap,91%,72%,1,21%,45%,9,168
I Smell Pussy,G-Unit,1,1/01/2003,rap,gangster rap,81%,79%,0,22%,74%,89,238
Hustle,Billy Marchiafava,60,1/11/2019,rap,gangster rap,79%,63%,0,32%,38%,119,96
Gryndin (feat. Young Marco),Jae Mansa,45,11/11/2019,rap,gangster rap,62%,82%,0,24%,53%,157,198
McQueen,TrifeDrew,59,12/11/2019,rap,gangster rap,69%,69%,0,16%,58%,184,156
I Don't Dance,DMX,56,7/08/2012,rap,gangster rap,70%,92%,1,13%,54%,103,207
Downfall,Mikey Polo,38,20/11/2019,rap,gangster rap,94%,67%,1,15%,68%,138,172
Trapper of the Year,PashaPG,0,3/05/2019,rap,gangster rap,65%,50%,0,19%,38%,166,196
Remember Me,DA Image,34,11/06/2019,rap,gangster rap,57%,74%,0,19%,74%,146,184
Chase The Money,E-40,63,26/07/2019,rap,gangster rap,89%,78%,1,29%,23%,91,284
Surrounded By Hoes,50 Cent,30,24/10/2006,rap,gangster rap,74%,61%,0,32%,81%,93,130
Floor Seats,Moxas,48,8/11/2019,rap,gangster rap,74%,45%,1,12%,18%,75,138
I Got Swag,50 Cent,0,1/01/2009,rap,gangster rap,63%,87%,1,33%,51%,181,214
Old Me,Michael Kraun,35,22/11/2019,rap,gangster rap,75%,68%,1,11%,17%,110,210
Baby By Me,50 Cent,1,1/01/2009,rap,gangster rap,60%,90%,0,93%,42%,190,215
Outta Control - Remix,50 Cent,1,3/03/2005,rap,gangster rap,77%,60%,0,26%,54%,91,247
Making Moves,YBS Skola,43,5/11/2019,rap,gangster rap,86%,53%,1,39%,60%,159,160
If I Can't,50 Cent,0,6/02/2003,rap,gangster rap,88%,64%,0,33%,84%,93,196
Close To Me,G-Unit,0,1/01/2008,rap,gangster rap,73%,75%,1,24%,28%,92,258
Communicating,YBS Skola,38,22/10/2019,rap,gangster rap,86%,55%,0,34%,75%,140,192
Just A Lil Bit,50 Cent,2,3/03/2005,rap,gangster rap,70%,68%,1,33%,53%,96,237
Disco Inferno - Live from Sessions @ AOL,50 Cent,0,1/01/2005,rap,gangster rap,83%,55%,0,24%,61%,97,189
In Da Club,50 Cent,1,6/02/2003,rap,gangster rap,91%,72%,0,32%,77%,9,193
Candy Shop,50 Cent,7,1/01/2005,rap,gangster rap,58%,57%,1,43%,73%,97,208
A Little More,Moosh & Twist,36,18/10/2019,rap,gangster rap,77%,78%,0,39%,18%,126,233
High All The Time,50 Cent,52,6/02/2003,rap,gangster rap,66%,91%,1,29%,50%,87,269
Handsome,Rafi Malice,38,13/09/2019,rap,gangster rap,78%,57%,1,52%,32%,90,144
Drop It Like It's Hot,Snoop Dogg,7,1/01/2004,rap,gangster rap,91%,55%,1,21%,62%,91,270
Youth Memories,Fljúga,56,16/08/2019,rap,gangster rap,68%,36%,0,35%,16%,80,183
Eyes Closed,Curren$y,38,2/08/2019,rap,gangster rap,75%,69%,0,15%,67%,83,138
Collapse - G-Unit Freestyle,G-Unit,0,1/01/2003,rap,gangster rap,47%,57%,1,40%,43%,17,97
Professor the Teacher,Gyyps,32,23/08/2019,rap,gangster rap,72%,27%,1,17%,19%,122,157
Hate It Or Love It,The Game,47,1/01/2005,rap,gangster rap,80%,78%,1,21%,42%,99,207
Push It,Rick Ross,59,1/01/2006,rap,gangster rap,66%,77%,1,25%,77%,151,208
Poppin' Them Thangs,G-Unit,2,1/01/2003,rap,gangster rap,77%,81%,0,20%,93%,88,240
Till I Collapse,Eminem,16,26/05/2002,rap,gangster rap,55%,85%,1,20%,10%,171,297
Cleanin' Out My Closet,Eminem,5,26/05/2002,rap,gangster rap,91%,76%,0,15%,87%,148,297
BADU,Phay,27,9/08/2019,rap,gangster rap,64%,61%,0,18%,20%,99,175
Flowers,Jacob Tillberg,50,24/03/2019,rap,gangster rap,75%,65%,0,31%,47%,95,192
Westside Story,The Game,2,27/06/1905,rap,gangster rap,88%,65%,1,28%,96%,86,223
Lose Yourself - Soundtrack Version,Eminem,8,13/11/2002,rap,gangster rap,69%,75%,1,26%,70%,171,326
I Like The Way She Do It,G-Unit,0,1/01/2008,rap,gangster rap,49%,81%,1,33%,26%,93,232
Boomin,Moosh & Twist,31,2/08/2019,rap,gangster rap,83%,54%,0,60%,15%,149,180
Outlaw,50 Cent,0,1/01/2011,rap,gangster rap,64%,60%,1,39%,15%,71,195
So Seductive,Tony Yayo,0,1/01/2005,rap,gangster rap,57%,87%,1,22%,71%,9,209
Low Low,Kuda,37,21/03/2019,rap,gangster rap,81%,65%,1,19%,61%,160,218
Forgot About Dre,Dr. Dre,16,1/01/1999,rap,gangster rap,93%,74%,1,78%,60%,133,222
I Just Wanna Say,Weisser Quiff,45,10/04/2019,rap,gangster rap,67%,80%,1,12%,18%,105,170
Alive,Flamma,30,30/11/2019,rap,gangster rap,69%,63%,1,14%,62%,140,209
Crime Wave,50 Cent,0,1/01/2009,rap,gangster rap,68%,90%,1,84%,65%,106,224
Fight Music,D12,4,1/01/2001,rap,gangster rap,75%,85%,1,26%,77%,89,261
Racks,YUCIFER,36,19/12/2019,rap,gangster rap,73%,88%,0,64%,58%,165,136
Keep It on Me,Dewey da Don,27,15/11/2019,rap,gangster rap,55%,79%,1,88%,49%,86,154
Can You Spit?,NJayC,35,10/12/2019,rap,gangster rap,48%,56%,0,26%,26%,82,165
Do You Think About Me,50 Cent,0,1/01/2009,rap,gangster rap,59%,82%,1,26%,27%,94,206
Shark Tank,Rob Level,43,28/11/2019,rap,gangster rap,89%,66%,1,28%,91%,150,169
Skyline,J. Loree,28,20/12/2019,rap,gangster rap,82%,65%,1,22%,45%,100,163
Patiently Waiting,50 Cent,63,6/02/2003,rap,gangster rap,74%,67%,1,28%,58%,78,288
Dead or Alive,J. Loree,23,8/11/2019,rap,gangster rap,69%,72%,0,36%,72%,7,220
Beg For Mercy,G-Unit,0,1/01/2003,rap,gangster rap,61%,79%,1,35%,84%,97,158
X Gon' Give It To Ya,DMX,11,1/01/2010,rap,gangster rap,50%,85%,0,29%,63%,95,219
Ruff Ryders' Anthem - Re-Recorded,DMX,63,8/03/2011,rap,gangster rap,87%,80%,1,69%,78%,92,231
Party Up,DMX,7,1/01/1999,rap,gangster rap,53%,93%,1,37%,48%,202,268
B.M.F. (Blowin' Money Fast),Rick Ross,59,1/01/2010,rap,gangster rap,72%,86%,1,56%,35%,139,250
Hold Me Back,Rick Ross,43,1/01/2012,rap,gangster rap,44%,71%,1,14%,45%,125,267
Ether,Nas,0,18/12/2001,rap,gangster rap,57%,83%,1,43%,77%,76,277
I Can,Nas,0,13/12/2002,rap,gangster rap,84%,89%,0,18%,69%,95,253
Bridging the Gap,Nas,0,6/11/2007,rap,gangster rap,70%,69%,1,39%,46%,93,235
99 Problems,JAY-Z,39,22/11/2010,rap,gangster rap,48%,96%,0,38%,51%,89,235
"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",DJ Khaled,62,3/02/2010,rap,gangster rap,55%,78%,1,21%,32%,150,230
Ante Up (Robbin Hoodz Theory),M.O.P.,32,22/06/1905,rap,gangster rap,65%,89%,1,20%,85%,94,232
Bang Bang,Dr. Dre,3,1/01/1999,rap,gangster rap,87%,88%,0,15%,78%,95,222
"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",Funkmaster Flex,0,1/01/1999,rap,gangster rap,57%,94%,1,42%,81%,188,108
Bitch Please,Snoop Dogg,53,1/01/2005,rap,gangster rap,86%,77%,1,19%,81%,95,234
Bitch Please II,Eminem,0,23/05/2000,rap,gangster rap,92%,59%,1,13%,78%,95,288
Black Magic (feat. Rick Ross),Meek Mill,33,22/06/2012,rap,gangster rap,72%,62%,1,54%,23%,96,174
Boom,Snoop Dogg,29,1/01/2011,rap,gangster rap,47%,83%,0,43%,34%,139,230
Breathe,Fabolous,50,24/04/2007,rap,gangster rap,71%,91%,0,28%,51%,83,268
Burn (feat. Big Sean),Meek Mill,47,10/09/2012,rap,gangster rap,67%,90%,1,35%,62%,111,216
Chin Check,N.W.A.,0,1/01/2006,rap,gangster rap,93%,73%,1,24%,79%,9,218
"Click, Clack - Get Back!",Ice Cube,24,1/01/2006,rap,gangster rap,61%,79%,1,82%,84%,167,190
Da Rockwilder,Method Man,10,28/09/1999,rap,gangster rap,61%,66%,0,41%,39%,99,136
Disco Inferno,50 Cent,0,1/01/2005,rap,gangster rap,92%,66%,1,24%,72%,96,212
Dope Boys,The Game,1,1/01/2008,rap,gangster rap,73%,81%,0,23%,70%,85,240
Dope Man,N.W.A.,24,1/01/2008,rap,gangster rap,69%,78%,1,29%,68%,176,375
Ether,Nas,21,18/12/2001,rap,gangster rap,57%,83%,1,43%,77%,76,277
Future,DJ Khaled,31,1/01/2011,rap,gangster rap,63%,79%,1,26%,33%,151,335
Gangsta Nation,Westside Connection,66,9/12/2003,rap,gangster rap,84%,70%,0,26%,68%,9,293
Get It On The Floor,DMX,1,1/01/2010,rap,gangster rap,80%,79%,1,12%,60%,94,263
Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,64,13/09/1994,rap,gangster rap,71%,65%,1,44%,69%,94,304
Go Getta - (Explicit),Jeezy,0,29/06/1905,rap,gangster rap,39%,74%,0,18%,44%,17,228
Got Ur Self A...,Nas,0,6/11/2007,rap,gangster rap,60%,86%,0,27%,61%,92,228
Hail Mary,2Pac,0,4/12/2007,rap,gangster rap,73%,65%,0,30%,38%,164,312
Hate Me Now (feat.- Puff Daddy),Nas,0,6/11/2007,rap,gangster rap,65%,75%,0,21%,43%,9,285
Heat,50 Cent,51,6/02/2003,rap,gangster rap,59%,97%,0,51%,70%,8,254
Heavy Artillery,The Game,0,1/01/2011,rap,gangster rap,67%,89%,1,13%,66%,158,254
Hit 'Em Up - Single Version,2Pac,65,1/01/1998,rap,gangster rap,92%,84%,1,24%,59%,9,312
Hustler's Ambition,50 Cent,0,1/01/2005,rap,gangster rap,60%,74%,1,29%,68%,88,237
Hustlin',Rick Ross,3,1/01/2006,rap,gangster rap,50%,65%,1,30%,65%,13,254
How We Do,The Game,10,27/06/1905,rap,gangster rap,86%,65%,0,25%,64%,98,235
I Get Money,50 Cent,1,1/01/2007,rap,gangster rap,53%,93%,1,36%,46%,122,223
I'm So Hood,DJ Khaled,49,12/06/2007,rap,gangster rap,71%,89%,0,80%,51%,130,255
I'll Still Kill,50 Cent,1,1/01/2007,rap,gangster rap,67%,72%,0,26%,73%,88,223
Ima Boss (feat. Rick Ross),Meek Mill,65,23/05/2011,rap,gangster rap,37%,87%,1,27%,33%,79,250
"Ima Boss (feat. T.I., Birdman, Lil' Wayne, DJ Khaled, Rick Ross & Swizz Beatz)",Meek Mill,44,7/02/2012,rap,gangster rap,36%,81%,1,27%,44%,15,313
Juicy - 2007 Remaster,The Notorious B.I.G.,62,5/03/2007,rap,gangster rap,87%,82%,1,26%,79%,96,301
It's Good,Lil Wayne,48,1/01/2011,rap,gangster rap,67%,72%,1,16%,10%,85,241
Kick In The Door,The Notorious B.I.G.,0,4/03/1997,rap,gangster rap,63%,64%,0,79%,66%,17,286
It's Okay (One Blood),The Game,0,1/01/2006,rap,gangster rap,61%,87%,1,24%,63%,163,259
Let's Ride,The Game,0,28/06/1905,rap,gangster rap,88%,74%,1,19%,82%,93,237
Machine Gun Funk - 2006 Remaster,The Notorious B.I.G.,60,13/09/1994,rap,gangster rap,84%,74%,0,30%,31%,93,255
Lean Back,Terror Squad,5,1/01/2004,rap,gangster rap,80%,92%,1,47%,70%,126,247
Many Men (Wish Death),50 Cent,65,6/02/2003,rap,gangster rap,59%,83%,1,38%,39%,161,256
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Snoop Dogg,58,15/06/1905,rap,gangster rap,47%,83%,1,12%,59%,90,218
My Buddy,G-Unit,0,1/01/2003,rap,gangster rap,60%,93%,1,42%,65%,97,224
Martians Vs Goblins,The Game,1,1/01/2011,rap,gangster rap,48%,81%,0,27%,64%,83,228
Muthaf**ka Up,Tyga,47,1/01/2012,rap,gangster rap,59%,54%,1,33%,48%,122,233
Oh Boy,Cam’ron,3,1/01/2002,rap,gangster rap,76%,78%,1,20%,80%,8,204
Pandemonium (feat. Wale & Rick Ross),Meek Mill,32,23/05/2011,rap,gangster rap,61%,89%,0,29%,76%,16,359
Party and Bullshit - 2008 Remaster,The Notorious B.I.G.,60,12/01/2009,rap,gangster rap,43%,86%,0,41%,72%,200,217
Party Up,DMX,3,16/06/2007,rap,gangster rap,49%,95%,1,33%,60%,202,272
Put On,Jeezy,2,1/01/2008,rap,gangster rap,65%,77%,0,35%,27%,137,321
Renegade,JAY-Z,2,6/12/2005,rap,gangster rap,76%,72%,0,37%,83%,84,336
Remember the Name (feat. Styles of Beyond),Fort Minor,58,21/11/2005,rap,gangster rap,69%,84%,1,91%,88%,84,230
Ruff Ryders' Anthem,DMX,0,16/06/2007,rap,gangster rap,86%,79%,0,27%,69%,91,212
Runnin' (Dying To Live),2Pac,45,1/01/2003,rap,gangster rap,54%,81%,0,41%,67%,166,231
Stay Fly - Explicit Album Version,Three 6 Mafia,60,27/09/2005,rap,gangster rap,79%,88%,1,33%,65%,133,236
Steady Mobbin,Young Money,65,1/01/2009,rap,gangster rap,49%,69%,0,28%,70%,156,310
Stunt 101,G-Unit,0,1/01/2003,rap,gangster rap,73%,77%,1,41%,69%,95,90
Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne,T.I.,1,8/09/2008,rap,gangster rap,58%,82%,1,21%,24%,89,327
The City,The Game,0,1/01/2011,rap,gangster rap,57%,79%,0,40%,30%,144,341
Thug 4 Life,2Pac,0,14/12/2004,rap,gangster rap,92%,79%,1,68%,88%,105,173
The Rain,DMX,0,16/06/2007,rap,gangster rap,69%,92%,0,64%,43%,89,207
Toss It Up,2Pac,40,1/01/1998,rap,gangster rap,68%,76%,0,33%,63%,183,282
Troublesome '96,2Pac,50,1/01/1998,rap,gangster rap,87%,92%,1,23%,56%,97,277
Tupac Back (feat. Rick Ross),Meek Mill,45,23/05/2011,rap,gangster rap,68%,67%,0,36%,64%,140,236
Top Down - Main,Swizz Beatz,0,1/01/2007,rap,gangster rap,58%,87%,0,62%,82%,94,188
We Right Here,DMX,0,1/01/2001,rap,gangster rap,67%,68%,1,20%,69%,185,267
Vato,Snoop Dogg,1,1/01/2006,rap,gangster rap,48%,71%,1,24%,46%,90,284
We Takin' Over,DJ Khaled,59,12/06/2007,rap,gangster rap,77%,87%,0,76%,57%,1,263
Welcome To My Hood,DJ Khaled,44,1/01/2011,rap,gangster rap,60%,70%,1,21%,56%,13,250
Welcome To New York City,Cam’ron,1,1/01/2002,rap,gangster rap,58%,88%,1,32%,49%,169,309
Табор уходит в небо,Kaspiyskiy Gruz,49,26/01/2015,rap,gangster rap,50%,36%,1,14%,15%,78,208
Яд,Местный,45,12/10/2012,rap,gangster rap,61%,76%,1,18%,80%,88,158
Кинотеатр «Дружба»,Брутто,32,27/09/2019,rap,gangster rap,71%,64%,1,67%,54%,146,167
Дыхание улиц,Gamora,46,9/11/2018,rap,gangster rap,72%,24%,0,43%,53%,84,230
"Оп, мусорок",Litvinenko,46,18/09/2019,rap,gangster rap,78%,87%,0,21%,48%,82,175
Второе дыхание,Gamora,0,18/06/2017,rap,gangster rap,68%,82%,0,44%,44%,86,190
Жизнь,Andery Toronto,38,10/11/2017,rap,gangster rap,24%,72%,0,43%,47%,5,159
Решето,Andery Toronto,47,1/06/2018,rap,gangster rap,55%,72%,1,45%,78%,84,157
Суета,Брутто,30,27/09/2019,rap,gangster rap,70%,63%,1,17%,48%,78,204
Статус,Nurminsky,33,5/07/2019,rap,gangster rap,77%,83%,1,28%,80%,160,192
Стволок за поясок,nogano,41,31/12/2016,rap,gangster rap,60%,63%,1,12%,39%,167,244
Аййй,Gamora,35,9/11/2018,rap,gangster rap,76%,54%,0,48%,78%,84,130
Здесь так,Advaita,11,31/07/2015,rap,gangster rap,78%,68%,1,95%,38%,13,198
Гагарин (feat. Каспийский груз),Advaita,22,31/07/2015,rap,gangster rap,60%,72%,0,28%,68%,152,271
Салам пацанам,StaFFord63,0,7/03/2018,rap,gangster rap,62%,39%,0,27%,30%,76,197
Брат за брата,StaFFord63,37,27/04/2018,rap,gangster rap,74%,49%,1,25%,46%,81,199
Амбасcадора,Gamora,27,15/10/2018,rap,gangster rap,81%,79%,1,38%,73%,8,232
Криминал,N1NT3ND0,50,3/07/1905,rap,gangster rap,72%,41%,0,23%,24%,85,233
Запретный плод,CVPELLV,26,22/07/2016,rap,gangster rap,59%,63%,0,32%,21%,82,187
Черная Волга,Kaspiyskiy Gruz,41,12/07/2016,rap,gangster rap,68%,56%,1,33%,53%,151,286
Сарума,Kaspiyskiy Gruz,27,1/04/2014,rap,gangster rap,65%,78%,0,18%,57%,81,142
Тархиб,ARVVB,0,25/10/2016,rap,gangster rap,43%,84%,1,20%,67%,93,135
Рукалицо,Scroodgee,36,14/04/2017,rap,gangster rap,83%,58%,1,44%,50%,139,251
Darth Vader,Blow Money Fast,23,16/12/2016,rap,gangster rap,58%,58%,0,21%,59%,102,243
Тартар,Blvckross,0,11/04/2017,rap,gangster rap,48%,70%,1,16%,50%,118,168
Раскидать нули,Bym,0,31/05/2017,rap,gangster rap,59%,48%,0,30%,33%,7,267
Везёт не всем,Scroodgee,30,5/12/2016,rap,gangster rap,47%,73%,1,39%,68%,77,194
"Оттуда, где я",Scroodgee,30,27/06/2016,rap,gangster rap,79%,91%,0,54%,16%,124,204
9H,Blvckross,0,11/04/2017,rap,gangster rap,62%,60%,1,11%,46%,168,194
До тла,Blvckross,0,11/04/2017,rap,gangster rap,42%,61%,1,32%,16%,176,232
Когда мы вошли,Blvckross,0,11/04/2017,rap,gangster rap,63%,73%,0,38%,53%,139,232
Там и здесь,Bym,0,31/05/2017,rap,gangster rap,64%,63%,0,18%,22%,95,209
Шлюза за дым,Сережа Местный,25,11/11/2013,rap,gangster rap,37%,65%,0,63%,40%,8,188
Поколение,Timati,40,20/07/2017,rap,gangster rap,72%,72%,0,19%,30%,136,326
Воу-воу палехчэ,Jah Khalib,50,16/03/2018,rap,gangster rap,81%,53%,0,53%,71%,124,209
Буду погибать мало.дым,N1NT3ND0,32,3/07/1905,rap,gangster rap,46%,56%,1,39%,32%,82,230
Заколоченное,Basta,24,6/07/1905,rap,gangster rap,75%,67%,0,19%,12%,92,340
Лучший друг,Sasha Chest,28,7/10/2015,rap,gangster rap,67%,89%,1,19%,28%,139,187
Сонная лощина,MiyaGi,52,25/05/2018,rap,gangster rap,68%,69%,0,26%,75%,149,213
Ксенон и тонировка,StaFFord63,22,1/07/2018,rap,gangster rap,68%,50%,0,56%,17%,92,127
Ау,Gamora,32,18/06/2017,rap,gangster rap,62%,88%,1,46%,68%,147,240
Солдаты,Местный,0,13/11/2018,rap,gangster rap,71%,66%,0,35%,36%,104,219
Странно,Местный,0,13/11/2018,rap,gangster rap,65%,69%,1,43%,55%,85,177
Стая,ВАРГРАД,19,9/11/2018,rap,gangster rap,80%,89%,0,28%,60%,91,213
По лбу.,Kaspiyskiy Gruz,21,21/07/2016,rap,gangster rap,57%,80%,0,20%,23%,154,228
Афганистан,Kaspiyskiy Gruz,25,21/07/2016,rap,gangster rap,63%,50%,1,92%,22%,146,224
Всё нормально,Местный,0,13/11/2018,rap,gangster rap,63%,74%,1,39%,54%,160,180
В каждый таз,БРАТУБРАТ,0,13/08/2018,rap,gangster rap,72%,86%,0,31%,93%,76,150
На связи (feat. shot),Simaga,24,3/06/2015,rap,gangster rap,76%,60%,1,96%,47%,84,189
Hustle,MiyaGi & Endspiel,51,15/07/2018,rap,gangster rap,60%,76%,1,14%,44%,73,223
До небес,Andery Toronto,25,14/06/2019,rap,gangster rap,55%,76%,0,29%,44%,84,172
Jannaya,Orheyn,7,8/03/2017,rap,gangster rap,61%,49%,0,92%,89%,152,195
Хлам,Chester Nebro,36,29/03/2019,rap,gangster rap,70%,75%,1,66%,35%,128,229
Уведи меня за собой,Chester Nebro,21,23/03/2018,rap,gangster rap,60%,84%,0,75%,31%,102,238
Бесцеремонная сука,MAXIFAM,3,28/04/2018,rap,gangster rap,84%,58%,1,42%,82%,81,234
Воспитала,Сережа Местный,18,11/11/2013,rap,gangster rap,64%,83%,1,40%,65%,169,184
Одним днём,Местный,17,8/05/2019,rap,gangster rap,76%,76%,0,41%,22%,86,137
На юг,Rem Digga,36,17/03/2015,rap,gangster rap,83%,53%,0,86%,19%,119,246
